Application_mode,Course,Previous_qualification,Previous_qualification_grade,Mothers_occupation,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,GDP,Status,Curricular_units_credited_avg,Curricular_units_enrolled_avg,Curricular_units_evaluations_avg,Curricular_units_approved_avg,Curricular_units_grade_avg,Curricular_units_without_evaluations_avg
1,9500,1,149.0,9,136.0,0,0,1,0,1,18,0.32,Graduate,0.0,7.0,7.0,6.0,12.916666666666666,0.0
43,9130,1,140.0,9,140.0,1,0,1,0,1,20,0.79,Graduate,0.0,6.0,8.0,6.0,15.741071428571429,0.0
39,9991,1,133.1,9,126.3,0,0,1,0,1,26,-0.92,Dropout,0.0,5.0,7.5,0.0,0.0,0.0
43,9773,1,122.0,4,126.9,0,0,1,0,0,21,0.32,Graduate,0.0,6.0,7.5,6.0,11.857142857142858,0.0
39,9556,40,130.0,4,145.0,0,0,1,0,0,25,-4.06,Enrolled,0.0,7.5,9.5,7.0,12.71875,0.0
18,9147,1,121.0,5,115.8,1,0,1,0,1,19,1.79,Graduate,0.0,5.0,6.0,5.0,11.6,0.0
39,8014,1,120.0,8,100.0,1,0,1,0,0,24,-3.12,Dropout,0.0,6.0,8.5,0.5,5.0,3.0
39,8014,1,133.1,5,102.5,0,0,1,0,1,27,3.51,Dropout,0.0,6.0,14.5,0.5,5.0,0.0
17,9085,1,121.0,1,131.5,0,0,1,0,0,21,0.32,Dropout,0.0,5.0,9.5,1.0,6.75,0.5
1,9147,1,133.0,7,147.0,0,0,1,0,1,18,-3.12,Graduate,0.0,5.0,7.5,3.5,12.666666666666668,0.0
1,9853,1,134.0,5,122.5,0,0,1,0,1,19,1.74,Graduate,0.0,6.0,6.0,6.0,13.916666666666668,0.0
1,9254,1,115.0,3,117.5,1,0,1,0,0,18,-3.12,Dropout,0.0,6.0,11.0,3.0,11.875,0.0
51,9500,1,127.0,5,150.0,0,0,1,0,1,19,2.02,Graduate,0.0,7.5,9.0,6.0,13.021428571428569,0.0
18,9500,1,135.0,4,127.5,1,0,1,0,1,19,-0.92,Graduate,0.0,7.5,8.5,6.5,14.327083333333334,0.0
7,9991,43,140.0,3,140.0,0,0,1,0,0,33,2.02,Graduate,1.0,5.5,6.0,5.5,15.566666666666666,0.0
7,9147,3,130.0,3,130.0,0,0,1,0,0,45,1.79,Graduate,0.0,5.0,5.5,5.0,12.4,0.0
1,9238,1,135.0,9,133.3,0,0,1,0,1,20,2.02,Graduate,0.0,6.0,6.5,6.0,12.428571428571429,0.0
39,9670,1,140.0,0,97.0,1,0,1,0,0,28,0.32,Dropout,0.0,5.0,5.0,0.0,0.0,0.0
43,9500,1,120.0,5,112.0,1,0,1,0,1,19,-1.7,Graduate,0.0,8.0,15.0,7.0,11.571428571428571,0.0
1,9254,1,140.0,4,123.6,1,0,1,0,0,18,-1.7,Graduate,0.0,6.0,8.0,4.5,12.761904761904763,0.0
39,9254,3,133.1,4,130.5,0,0,1,0,0,38,-4.06,Dropout,0.0,6.0,0.0,0.0,0.0,0.0
1,9670,1,135.0,4,133.3,0,0,1,0,0,19,-3.12,Graduate,0.0,5.0,5.0,5.0,13.1,0.0
1,9254,1,123.0,9,132.1,0,0,1,0,1,21,-4.06,Graduate,0.0,6.0,8.5,5.0,11.5,0.0
1,9147,1,133.1,9,100.0,0,0,1,0,0,21,-0.92,Dropout,0.0,5.0,12.0,2.0,13.5,1.5
1,9238,1,154.0,9,140.4,0,0,1,0,1,22,1.74,Graduate,0.0,6.0,6.0,5.5,12.8,0.0
1,9853,1,148.0,5,141.7,0,0,1,0,1,18,-3.12,Graduate,0.0,6.0,7.5,5.5,13.283333333333333,0.0
17,9238,1,133.0,3,119.7,0,0,1,0,1,18,-4.06,Graduate,0.0,6.0,9.0,6.0,11.452380952380953,0.0
1,9130,1,126.0,9,122.5,1,0,0,0,0,25,-3.12,Dropout,0.0,5.0,12.0,4.0,13.875,1.0
39,9085,19,133.1,9,140.0,0,1,0,0,0,24,-0.92,Dropout,1.5,6.0,12.5,3.0,11.041666666666668,0.0
1,9500,1,125.0,4,119.4,1,0,1,0,0,19,1.79,Enrolled,0.0,7.0,9.0,6.5,11.966964285714287,0.0
16,171,1,145.0,3,155.0,1,0,1,0,0,24,1.79,Enrolled,10.0,15.0,17.0,10.0,13.232323232323232,0.0
1,9147,1,118.0,5,119.1,1,0,1,0,1,20,1.79,Graduate,0.0,5.0,5.0,5.0,12.6,0.0
39,9147,1,120.0,9,122.7,0,0,0,0,0,25,1.74,Dropout,0.0,5.0,7.0,0.0,0.0,0.0
1,9147,1,127.0,9,117.9,0,0,1,0,1,20,3.51,Graduate,4.5,10.0,12.5,9.5,12.631818181818183,0.0
7,9500,3,130.0,5,130.0,0,0,1,0,0,23,-3.12,Graduate,0.0,8.0,8.0,8.0,13.22,0.0
17,9500,1,129.0,7,120.0,1,0,1,0,1,19,1.74,Graduate,0.0,8.0,8.0,7.0,13.151428571428571,0.0
44,9003,39,130.0,9,130.0,0,1,0,0,0,29,0.79,Dropout,0.0,6.0,10.5,3.0,12.041666666666668,0.0
1,9254,1,121.0,4,116.8,1,0,1,0,0,21,2.02,Graduate,0.0,6.0,8.0,5.0,11.791666666666668,0.0
1,9670,1,136.0,9,123.4,1,0,1,0,1,18,2.02,Graduate,0.0,6.0,11.5,5.5,13.696428571428571,0.0
1,9070,1,125.0,9,125.4,1,0,1,0,0,19,-3.12,Enrolled,0.0,6.0,6.5,5.0,12.4,0.0
1,9773,1,131.0,7,127.2,1,0,1,0,1,18,3.51,Dropout,0.0,6.0,6.0,6.0,13.916666666666668,0.0
1,9085,1,122.0,90,103.4,0,0,1,0,0,19,0.32,Graduate,0.0,5.0,6.0,5.0,13.7,0.0
1,9773,1,127.0,9,123.2,1,0,1,0,0,18,-3.12,Enrolled,0.0,6.0,12.0,0.5,5.5,0.0
17,9147,1,136.0,4,124.1,0,0,1,0,0,18,3.51,Graduate,0.0,5.0,7.0,5.0,11.600000000000001,0.0
39,9556,19,133.1,7,99.5,1,1,0,0,1,37,3.51,Dropout,0.0,7.0,12.5,0.5,8.0,0.0
17,9991,40,127.0,6,124.9,0,0,1,0,0,29,-0.92,Graduate,0.0,5.0,12.0,5.0,12.952380952380953,1.5
17,9070,1,116.0,9,110.8,0,0,1,0,0,18,0.32,Enrolled,0.0,6.0,6.0,6.0,12.166666666666668,0.0
1,9238,1,121.0,9,118.9,1,0,1,0,1,19,1.79,Graduate,0.0,6.0,8.5,5.0,12.166666666666666,0.0
43,9238,1,124.0,3,118.8,1,1,0,0,0,22,-0.92,Dropout,4.0,8.5,12.0,4.0,12.416666666666668,0.0
1,9254,1,131.0,9,137.0,0,0,1,0,1,20,-4.06,Graduate,0.0,6.0,9.0,5.5,10.883333333333333,0.0
39,8014,1,100.0,99,100.0,0,0,1,0,0,34,-1.7,Dropout,0.0,6.0,0.0,0.0,0.0,0.0
43,9119,1,130.0,9,120.0,0,1,0,0,0,30,0.32,Dropout,7.0,12.0,18.0,7.0,11.958333333333332,1.0
1,9238,1,135.0,4,122.8,0,0,1,0,0,18,1.74,Graduate,0.0,6.0,7.0,6.0,14.0,0.0
1,9238,1,130.0,9,121.6,0,0,1,0,0,18,1.79,Graduate,0.0,6.0,6.0,6.0,12.416666666666668,0.0
1,9773,1,146.0,1,149.2,1,0,1,0,0,18,-3.12,Graduate,0.0,6.0,10.5,3.5,11.958333333333332,0.0
17,9500,1,146.0,2,140.0,1,0,1,0,0,18,-1.7,Graduate,0.0,8.0,8.0,7.0,14.828571428571427,0.0
1,9773,1,154.0,9,133.4,1,0,1,0,1,19,-1.7,Graduate,0.0,6.0,7.5,5.0,12.100000000000001,0.0
1,9070,1,137.0,9,126.2,1,0,1,0,1,19,1.74,Graduate,0.0,6.0,7.0,6.0,12.75,0.0
1,9500,1,151.0,9,127.8,0,0,1,0,1,18,-1.7,Graduate,0.0,8.0,8.0,7.0,13.671428571428573,0.0
44,9003,39,150.0,4,150.0,0,0,1,0,1,21,0.79,Graduate,0.0,6.0,8.5,5.5,12.733333333333334,0.0
1,9147,1,121.0,9,113.7,1,0,0,0,0,20,0.32,Dropout,0.0,5.0,11.0,1.5,11.5,0.0
17,9147,1,122.0,4,117.8,1,0,1,0,0,20,0.79,Graduate,0.0,5.0,9.0,5.0,12.916666666666668,0.0
1,9500,1,143.0,2,136.7,0,0,1,0,0,19,2.02,Graduate,1.5,7.5,8.0,7.5,13.11,0.0
1,9238,1,152.0,4,144.7,0,0,1,0,0,20,-0.92,Graduate,0.0,6.0,7.5,6.0,14.964285714285715,0.0
17,9500,1,145.0,4,139.8,1,0,1,0,0,18,0.79,Graduate,0.0,7.5,7.5,7.5,14.536607142857141,0.0
42,9853,1,120.0,3,113.7,0,0,1,0,0,20,-1.7,Dropout,0.0,6.0,9.0,4.0,10.833333333333332,0.0
7,9130,3,140.0,2,140.0,0,1,0,0,0,29,0.32,Dropout,6.0,8.0,14.0,6.0,12.377777777777776,3.0
1,9500,1,143.0,5,142.3,0,0,1,0,1,18,1.79,Enrolled,0.0,7.5,7.5,7.5,13.78607142857143,0.0
1,9500,1,129.0,5,119.6,1,0,1,0,1,20,-4.06,Graduate,0.0,7.5,9.5,7.0,13.908303571428572,0.0
16,9147,1,139.0,9,123.7,1,0,1,0,1,22,-0.92,Graduate,0.0,5.0,8.0,4.0,11.7,1.0
1,8014,1,133.1,4,143.0,1,0,1,0,1,47,-0.92,Graduate,0.0,6.0,8.0,5.5,14.166666666666666,0.0
51,9991,1,127.0,8,100.1,0,0,1,0,0,31,3.51,Graduate,0.5,5.0,5.0,5.0,13.9,0.0
1,9070,1,126.0,7,119.4,0,0,1,0,1,21,-0.92,Graduate,0.0,6.0,6.5,5.5,13.316666666666666,0.0
1,8014,1,128.0,0,122.1,0,0,1,0,0,21,0.32,Graduate,0.0,6.0,9.0,5.5,12.32857142857143,0.0
39,9773,12,100.0,4,100.0,0,0,1,0,0,24,0.32,Graduate,0.0,6.0,6.0,6.0,13.0,0.0
17,9070,1,123.0,2,113.9,0,0,1,0,0,18,-4.06,Enrolled,0.0,6.0,7.0,6.0,12.416666666666668,0.0
39,8014,15,170.0,90,101.0,0,0,1,0,0,32,0.32,Graduate,0.0,6.0,10.5,4.0,11.75,0.0
18,8014,1,117.0,3,111.8,1,0,1,0,1,19,1.74,Graduate,0.0,6.0,8.5,6.0,11.166666666666668,0.0
39,9500,1,140.0,1,140.0,1,0,1,0,0,24,-3.12,Graduate,0.0,8.0,8.0,8.0,13.385,0.0
17,9085,1,123.0,4,124.4,1,0,1,0,0,19,-4.06,Graduate,0.0,6.0,11.5,6.0,15.083333333333332,0.0
44,9003,39,150.0,6,150.0,0,1,1,0,1,19,0.79,Graduate,0.0,6.0,8.0,6.0,14.083333333333334,0.0
44,9003,39,140.0,9,140.0,0,0,1,0,0,24,1.79,Enrolled,0.0,6.0,11.0,5.5,12.214285714285715,0.0
17,9238,1,123.0,191,116.0,1,0,1,0,1,18,3.51,Graduate,0.0,6.0,8.5,6.0,11.666666666666666,0.0
1,9070,1,130.0,3,135.6,1,0,1,0,1,19,3.51,Dropout,0.0,6.0,9.5,3.5,11.666666666666668,0.0
1,9500,1,137.0,2,121.0,0,0,1,0,1,19,1.74,Graduate,0.0,8.0,8.0,7.0,14.725714285714288,0.0
17,9773,1,126.0,9,118.7,1,0,1,0,1,18,1.79,Graduate,0.0,6.0,6.0,6.0,13.916666666666666,0.0
1,9238,1,125.0,3,125.7,1,0,1,0,0,18,1.79,Graduate,0.0,6.0,9.0,6.0,11.952380952380953,0.0
17,9556,1,112.0,4,107.1,1,0,1,0,0,20,1.79,Graduate,0.0,7.5,7.5,7.5,12.81875,0.0
1,9500,1,141.0,5,125.5,0,0,1,0,0,18,-3.12,Graduate,0.0,8.0,10.0,8.0,12.86,2.0
17,9670,1,135.0,9,127.0,1,0,1,0,0,18,2.02,Graduate,0.0,6.0,9.5,6.0,12.982142857142858,0.0
1,9085,1,117.0,9,113.5,1,0,1,0,1,21,1.74,Graduate,0.0,5.0,6.0,4.5,12.1,0.0
1,9500,1,160.0,4,154.4,0,0,1,0,1,18,-4.06,Graduate,0.0,7.5,9.0,7.5,15.642777777777777,0.0
51,9670,1,136.0,5,122.0,0,1,0,0,0,18,-3.12,Dropout,0.0,5.0,6.0,3.0,11.375,0.0
17,9238,1,143.0,4,128.0,1,0,1,0,0,19,-3.12,Dropout,0.0,6.0,5.5,0.0,0.0,0.0
1,9670,1,119.0,4,115.5,1,0,1,0,0,19,1.74,Enrolled,0.0,6.0,8.5,4.0,11.0,0.0
17,9670,1,120.0,5,117.2,1,0,1,0,0,18,2.02,Graduate,0.0,6.0,9.5,5.0,13.2375,0.0
39,9130,3,150.0,90,150.0,1,0,1,0,0,34,-1.7,Dropout,0.5,5.0,5.5,0.5,5.5,0.0
1,9085,1,142.0,90,155.3,0,0,1,0,0,19,0.32,Graduate,0.0,5.0,5.5,5.0,14.2,0.0
44,9130,39,120.0,7,120.0,1,1,0,0,0,19,1.79,Dropout,1.5,6.0,9.5,3.5,11.3,0.0
51,9238,1,160.0,2,116.1,0,1,1,0,0,26,2.02,Graduate,0.0,6.0,6.5,6.0,14.988095238095237,0.0
17,9853,1,133.1,0,118.9,1,0,1,0,0,21,0.32,Dropout,0.0,6.0,11.0,3.0,11.333333333333334,0.0
17,9147,1,142.0,4,127.3,0,0,1,0,1,18,2.02,Graduate,0.0,5.0,5.0,5.0,11.5,0.0
17,9853,1,121.0,5,113.7,1,0,1,0,1,20,-3.12,Graduate,0.0,6.0,8.5,5.0,13.533333333333333,0.0
51,9147,1,135.0,4,118.5,0,0,1,0,0,25,2.02,Dropout,0.0,5.0,8.5,1.0,5.25,0.0
1,9147,1,153.0,4,146.7,0,0,1,0,0,18,2.02,Graduate,0.0,5.0,5.0,5.0,16.299999999999997,0.0
1,9500,1,140.0,3,124.3,1,0,1,0,1,18,-0.92,Graduate,0.0,7.5,9.0,7.5,14.712337662337662,0.0
1,9500,1,152.0,3,137.8,0,0,1,0,0,19,2.02,Graduate,0.0,7.5,8.0,7.5,14.024920634920633,0.0
1,9238,1,120.0,5,130.2,0,0,1,0,1,18,1.79,Graduate,0.0,6.0,9.0,6.0,11.571428571428573,0.0
17,9500,1,160.0,7,147.8,0,0,1,0,0,20,-4.06,Enrolled,0.0,7.5,11.5,6.0,12.420238095238094,0.0
7,9085,40,150.0,9,150.0,0,1,0,0,0,26,3.51,Dropout,0.0,4.5,1.5,0.0,0.0,0.0
42,9500,1,100.0,7,100.0,1,0,1,0,1,19,1.74,Graduate,0.0,8.0,8.0,7.0,13.058571428571428,0.0
1,9500,1,150.0,5,155.6,0,0,1,0,0,19,-0.92,Graduate,0.0,7.5,8.0,7.5,14.177777777777777,0.0
43,9147,1,124.0,9,117.4,0,0,1,0,0,19,0.32,Graduate,3.5,10.0,14.5,6.5,11.9,0.0
5,9085,1,141.0,7,128.8,1,0,1,0,0,19,0.32,Enrolled,0.0,5.0,8.5,3.0,11.666666666666668,0.5
1,9254,1,121.0,5,117.5,1,0,1,0,0,18,-0.92,Graduate,0.0,6.0,9.0,4.5,11.119047619047619,0.0
43,9500,6,134.0,9,120.4,1,0,1,0,0,19,0.32,Graduate,0.0,7.0,7.0,6.0,13.333333333333334,0.0
1,9238,1,134.0,9,130.9,0,1,1,0,0,18,0.79,Graduate,0.0,6.0,9.5,5.5,11.428571428571429,0.0
1,9853,1,132.0,4,125.0,1,0,1,0,0,18,-3.12,Enrolled,0.0,6.0,8.5,5.0,12.0,0.0
1,9085,1,135.0,9,136.8,1,0,1,0,0,18,-3.12,Enrolled,0.0,5.0,9.0,5.0,12.8,1.5
1,9853,1,123.0,9,121.6,1,0,1,0,0,18,2.02,Enrolled,0.0,7.0,10.5,5.5,12.333333333333332,0.0
44,9119,39,151.0,4,151.0,0,1,1,0,0,26,-0.92,Dropout,0.0,5.0,5.5,0.0,0.0,0.0
1,9238,1,107.0,7,103.5,1,0,1,0,0,20,1.79,Graduate,0.0,6.0,7.0,6.0,12.5,0.0
1,8014,1,126.0,9,119.4,0,0,1,0,0,19,-1.7,Graduate,0.0,6.0,6.0,6.0,12.166666666666666,0.0
1,9238,1,133.0,4,134.4,1,0,1,0,1,18,-3.12,Graduate,0.0,6.0,7.5,6.0,12.916666666666666,0.0
44,9238,39,140.0,7,143.0,0,0,1,0,0,19,0.79,Graduate,2.5,6.0,6.0,6.0,14.0,0.0
7,9853,40,110.0,2,110.0,0,1,1,0,0,40,1.79,Graduate,0.0,7.0,7.5,7.0,14.785714285714285,0.0
1,9500,1,141.0,7,132.5,1,0,1,0,1,18,-3.12,Graduate,0.0,8.0,8.0,8.0,13.39125,0.0
17,9238,1,122.0,9,114.7,0,0,1,0,0,19,0.79,Graduate,0.0,6.0,8.5,5.5,12.297619047619047,0.0
17,9130,1,156.0,3,166.9,0,0,1,0,0,18,0.32,Graduate,0.0,5.0,7.5,4.0,11.875,0.0
1,9085,1,129.0,3,125.9,1,0,1,0,0,19,-3.12,Enrolled,0.0,5.0,10.5,3.5,12.0,1.0
1,171,1,188.0,2,178.3,1,0,1,0,0,18,-4.06,Dropout,0.0,0.0,0.0,0.0,0.0,0.0
39,8014,1,120.0,9,117.0,1,0,1,0,0,33,1.79,Graduate,0.0,6.0,7.5,6.0,12.845238095238095,0.0
39,9003,3,130.0,1,150.0,0,0,1,0,0,35,-0.92,Graduate,0.0,6.0,10.5,6.0,13.55,0.0
42,9147,1,130.0,9,130.0,1,0,1,0,0,26,-3.12,Enrolled,2.0,5.0,6.0,3.0,12.5,0.0
1,9773,1,140.0,7,135.1,1,0,1,0,0,18,-3.12,Graduate,0.0,6.0,7.5,6.0,13.0,0.0
43,9238,1,110.0,9,110.0,0,0,1,0,0,36,-4.06,Enrolled,9.5,14.5,21.5,11.0,11.5,0.5
39,9991,1,133.1,6,136.2,0,0,1,0,0,39,1.74,Graduate,0.0,5.0,7.5,5.0,11.333333333333332,0.0
39,9238,1,120.0,9,116.0,0,0,1,0,0,44,-1.7,Graduate,0.0,6.0,7.0,6.0,13.416666666666668,0.0
1,8014,1,96.0,3,100.0,0,0,1,0,0,20,-3.12,Enrolled,0.0,6.0,9.5,4.5,11.625,0.0
1,9254,1,117.0,9,116.3,1,0,1,0,0,24,-1.7,Dropout,0.0,6.0,7.5,4.0,12.05,0.0
43,9773,1,123.0,9,134.0,0,0,1,0,1,20,1.79,Graduate,0.0,6.0,6.0,6.0,13.5,0.0
1,171,1,127.0,9,124.2,1,0,0,0,0,19,-3.12,Dropout,0.0,0.0,0.0,0.0,0.0,0.0
1,9500,1,151.0,9,134.5,0,1,1,0,1,18,0.32,Graduate,0.0,7.0,7.0,6.0,14.2,0.0
1,9254,1,127.0,4,120.7,0,1,0,0,0,22,1.74,Dropout,0.0,6.0,11.0,2.5,5.5,0.0
17,9085,1,133.0,4,127.1,1,0,1,0,0,18,2.02,Graduate,0.0,6.0,7.0,6.0,15.714285714285714,0.0
39,9500,19,133.1,9,133.0,0,0,1,0,0,24,0.79,Graduate,0.0,7.5,9.0,6.5,13.014285714285712,0.0
39,9991,1,133.1,90,128.2,0,0,1,0,0,33,-1.7,Dropout,0.0,5.0,0.0,0.0,0.0,0.0
39,9003,1,133.1,3,130.0,0,1,1,0,1,30,2.02,Enrolled,0.0,6.0,6.0,0.0,0.0,0.0
39,9085,43,160.0,2,172.0,0,0,1,0,0,26,3.51,Dropout,0.0,6.0,0.0,0.0,0.0,0.0
17,9853,1,140.0,4,128.5,1,0,1,0,0,18,1.74,Graduate,0.0,6.0,8.5,6.0,11.75,0.0
1,9773,1,146.0,9,128.5,0,1,1,0,0,19,1.74,Dropout,0.0,6.0,12.5,2.5,11.333333333333332,0.0
17,9147,1,112.0,9,112.0,1,0,1,0,0,20,-0.92,Enrolled,0.0,5.0,9.5,3.5,10.666666666666668,1.0
53,9085,42,140.0,9,142.5,1,0,1,0,1,22,3.51,Graduate,5.5,10.0,17.0,7.5,13.607142857142858,0.0
1,9500,1,136.0,9,133.0,1,0,1,0,0,19,0.32,Enrolled,0.0,7.0,8.0,5.0,13.98,0.0
1,9085,1,133.1,7,106.0,1,0,1,0,1,21,-4.06,Graduate,0.0,6.0,11.5,6.0,15.951923076923077,0.0
1,9500,1,136.0,4,125.5,1,0,1,0,1,21,0.32,Graduate,0.0,7.0,7.0,6.0,14.033333333333331,0.0
17,9085,1,134.0,2,131.2,0,0,1,0,0,19,0.32,Enrolled,0.0,5.0,7.0,3.0,11.1,0.0
1,9853,1,122.0,191,112.9,1,0,1,0,1,19,3.51,Graduate,0.0,7.0,8.0,6.5,13.761904761904763,0.0
1,9500,1,138.0,9,124.8,1,0,1,0,0,18,-1.7,Dropout,0.0,8.0,8.0,7.0,13.414285714285716,0.0
43,8014,1,160.0,9,140.9,0,0,1,0,0,50,-0.92,Graduate,5.0,9.0,9.0,9.0,13.558441558441558,0.0
39,9991,1,130.0,9,148.0,0,0,1,0,1,31,0.79,Enrolled,0.0,5.0,10.5,4.0,11.041666666666668,0.0
17,9773,1,161.0,4,148.4,0,0,1,0,1,19,-4.06,Graduate,0.0,6.0,6.5,6.0,14.130952380952381,0.0
39,9991,1,140.0,141,129.7,0,0,1,0,0,35,0.79,Graduate,0.0,5.0,8.5,5.0,12.428571428571429,0.0
39,9085,19,133.1,4,128.2,0,0,1,0,0,31,-1.7,Dropout,0.0,6.0,0.0,0.0,0.0,0.0
51,8014,19,133.1,9,104.0,0,1,1,0,0,42,2.02,Enrolled,5.0,11.0,14.0,10.0,12.350000000000001,0.0
18,9147,1,130.0,9,119.9,1,0,0,0,0,34,-3.12,Dropout,0.0,5.0,2.5,0.0,0.0,0.0
1,9500,1,152.0,4,141.0,1,0,1,0,1,18,1.79,Graduate,0.0,7.5,7.5,7.5,15.211607142857142,0.0
17,9853,1,125.0,3,116.6,1,0,0,0,1,18,3.51,Enrolled,0.0,7.0,7.5,6.5,12.80952380952381,0.0
44,9085,39,140.0,5,140.0,1,0,1,0,0,21,-0.92,Enrolled,1.5,6.0,15.5,3.5,13.083333333333332,0.0
39,9500,19,133.1,5,140.0,0,0,1,0,1,26,-0.92,Dropout,0.0,7.5,12.5,5.5,11.859285714285715,0.0
43,9500,1,170.0,8,100.0,0,0,1,0,0,20,0.79,Enrolled,0.0,7.5,8.0,7.0,13.5,0.0
1,9238,1,135.0,5,121.0,0,0,1,0,0,19,0.32,Enrolled,0.0,6.0,12.5,3.0,10.333333333333334,0.0
1,9853,1,125.0,5,117.0,0,0,1,0,1,19,-4.06,Graduate,0.0,6.0,6.5,6.0,13.297619047619047,0.0
53,9147,42,140.0,2,140.2,0,0,1,0,0,20,3.51,Graduate,4.5,10.0,16.5,8.5,11.833333333333332,0.0
1,9238,1,124.0,0,129.3,0,0,1,0,0,19,0.32,Graduate,0.0,6.0,7.5,6.0,11.333333333333332,0.0
1,9853,1,140.0,9,145.3,0,0,1,0,0,18,0.32,Graduate,0.0,6.0,7.5,6.0,13.0,0.0
39,9991,3,130.0,9,146.2,0,0,1,0,0,28,1.74,Graduate,8.0,12.5,16.0,10.5,11.636363636363637,0.0
17,9853,1,134.0,4,122.5,1,0,1,0,0,22,-4.06,Enrolled,0.0,6.0,9.0,5.0,12.783333333333333,0.0
44,8014,39,160.0,7,156.1,0,0,1,0,1,21,0.79,Graduate,2.5,6.0,6.0,6.0,14.416666666666666,0.0
44,9085,39,140.0,4,140.0,1,0,1,0,0,21,1.79,Enrolled,0.0,6.0,15.0,2.5,11.875,0.0
39,9500,1,150.0,5,140.0,0,0,1,0,0,26,-0.92,Enrolled,0.0,7.5,12.0,5.0,11.67,0.0
1,9773,1,141.0,7,128.4,1,1,0,0,0,18,0.32,Dropout,0.0,6.0,8.0,5.0,12.2,0.0
17,9085,1,120.0,9,115.0,0,0,0,0,0,20,0.32,Dropout,0.0,5.0,8.0,2.0,11.416666666666668,0.0
17,9085,1,166.0,4,158.7,0,0,1,0,0,18,2.02,Graduate,0.0,6.0,7.0,6.0,14.428571428571429,0.0
1,9500,1,147.0,4,124.5,1,0,1,0,1,19,1.74,Graduate,0.0,8.0,11.0,7.0,12.86,0.0
51,9238,1,121.0,3,111.9,1,0,1,0,0,20,1.79,Graduate,5.0,11.0,13.0,11.0,11.863636363636363,0.0
44,9085,39,150.0,4,150.0,1,0,1,0,1,22,0.79,Graduate,2.5,6.0,10.5,4.5,12.571428571428571,0.0
17,9670,1,124.0,5,114.2,1,1,1,0,0,18,1.74,Dropout,0.0,6.0,7.5,4.5,12.757142857142856,0.0
17,9147,1,96.0,6,96.0,1,0,1,0,0,19,-0.92,Dropout,0.0,5.0,9.5,1.5,5.333333333333333,1.5
17,9070,1,125.0,3,128.9,0,0,1,0,1,18,3.51,Enrolled,0.0,6.0,8.5,4.5,11.399999999999999,0.0
17,9254,1,136.0,7,121.7,1,0,1,0,0,20,1.74,Enrolled,0.0,6.0,12.5,3.0,10.333333333333334,0.0
1,9773,1,120.0,9,114.8,1,0,1,0,0,19,0.32,Enrolled,0.0,6.0,11.0,3.5,11.625,0.0
1,9254,1,128.0,9,127.0,0,0,1,0,0,19,1.79,Enrolled,0.0,6.0,6.5,5.0,12.375,0.0
17,9500,1,142.0,5,131.3,1,0,1,0,0,19,1.74,Graduate,0.0,8.0,8.0,7.0,14.731428571428571,0.0
1,171,1,135.0,3,137.1,1,0,1,0,0,18,-1.7,Graduate,0.0,0.0,0.0,0.0,0.0,0.0
7,9070,40,120.0,3,120.0,1,0,1,0,0,21,0.79,Graduate,7.5,12.5,13.0,12.5,13.932692307692308,0.5
39,9991,40,140.0,9,139.0,0,0,1,0,0,27,3.51,Graduate,0.0,5.0,5.0,5.0,15.3,0.0
17,9238,1,135.0,4,129.1,0,0,1,0,0,19,-4.06,Graduate,0.0,6.0,6.5,6.0,14.619047619047619,0.0
39,9085,1,133.1,0,128.2,0,0,1,0,0,25,0.32,Dropout,0.0,5.0,5.0,0.0,0.0,0.0
1,9500,1,137.0,7,120.8,1,0,1,0,1,18,1.74,Graduate,0.0,8.0,8.0,7.0,14.654285714285717,0.0
39,9500,3,122.0,4,135.8,0,0,1,0,0,24,1.74,Graduate,0.0,8.0,8.0,7.0,12.401428571428571,0.0
1,9500,1,128.0,4,118.9,1,0,1,0,0,20,0.79,Graduate,0.0,7.5,8.5,7.0,12.829464285714286,0.0
7,9991,40,140.0,6,140.0,0,0,1,0,0,26,1.79,Graduate,2.0,5.0,5.0,5.0,14.8,0.0
1,9238,1,132.0,9,127.1,1,0,1,0,1,20,3.51,Graduate,0.0,6.0,7.5,6.0,12.083333333333334,0.0
1,9085,1,131.0,90,137.0,0,0,1,0,0,18,0.32,Graduate,0.0,5.0,5.5,5.0,14.7,0.0
1,9085,1,126.0,9,127.4,1,0,1,0,0,19,-4.06,Graduate,0.0,6.0,11.5,6.0,13.802884615384615,0.0
1,9853,1,133.1,9,97.0,1,0,1,0,0,23,-1.7,Dropout,0.0,6.0,9.0,4.0,11.3,0.0
1,9500,1,136.0,9,126.3,1,0,1,0,1,18,0.32,Graduate,0.0,7.0,7.0,6.0,11.6,0.0
1,9500,1,140.0,4,127.5,0,0,1,0,0,18,-1.7,Dropout,0.0,7.5,0.0,0.0,0.0,0.0
1,9500,1,135.0,2,126.6,0,0,1,0,1,19,2.02,Graduate,0.0,7.5,8.0,7.5,12.997936507936508,0.0
42,9991,1,160.0,4,120.0,0,0,1,0,0,30,0.32,Graduate,2.5,6.0,7.0,6.0,14.471428571428572,0.0
44,9085,39,140.0,4,140.0,1,0,1,0,0,29,-4.06,Dropout,0.0,6.0,0.0,0.0,0.0,0.0
1,9500,1,140.0,3,131.5,1,0,1,0,0,19,-3.12,Graduate,0.0,8.0,8.0,8.0,13.25375,0.0
